Name,Power,Power_Coeff,Torque,Torque_Coeff,Speed,Speed_Coeff,Acceleration,Acceleration_Coeff,Handling,Handling_Coeff,Offroad,Offroad_Coeff,Tags,Price
"Renault                    4",30,0,5,47,0,8,111,0,7,26,1,8,27,0,8,46,0,9,"класс  A           хэтчбек               Франция                       60                               1","4800 /"
"Ford                  Capri",59,0,8,97,1,145,0,7,18,9,2,26,1,57,1,"класс             хэтчбек               США                      60                               1","5000 /"
"Porsche	        911 Carrera 2.7",200,1,1,280,1,2,234,1,2,6,3,1,3,88,1,34,0,8,"класс              купе               Германия                      70                               2","22 400 /"
"Renault	        Alpine A 110 1800 S Group 4",185,0,9,195,1,252,1,5,3,1,92,1,60,0,8,"класс              купе               Франция                      70                               4                      автоспорт","24 000 /"
"Ferrari	           308",255,1,285,0,9,249,1,1,6,3,1,4,87,1,34,0,8,"класс              купе               Италия                      70                              3","25 000 /"
"Ford 	       Escort RS DRM Group 5",275,0,9,260,1,250,0,9,4,2,0,6,73,1,22,0,8,"класс              купе               США                      70                               4                      автоспорт","29 400 /"
"Chevrolet	   Corvette Stingray Turbovette",355,0,9,501,1,240,0,9,6,4,1,65,1,38,0,8,"класс              купе               США                      70                               3","27 200 /"
"Lamborghini	Silhouette",265,1,275,1,1,246,1,5,8,1,91,1,31,0,8,"класс              купе               Италия                      70                              2","28 000 /"
"Ford 	    Escort RS1800 Rally Car",275,0,9,217,1,225,1,5,8,1,2,68,1,68,1,"класс              купе               США                      70                               4                      автоспорт","29 500 /"
"Ferrari	          400",310,1,404,1,245,1,7,1,4,82,0,8,40,0,8,"класс              купе               Италия                      70                               3                               комфорт","33 000 /"
"Chevrolet	  Corvette CC Vett Roadster",364,0,9,521,1,250,0,9,6,2,1,65,1,38,0,8,"класс              купе               США                      70                               5","38 000 /"
"Ferrari             	512 BB",340,1,2,451,1,280,1,3,5,5,1,97,1,2,28,0,8,"класс              купе               Италия                      70                               3","39 000 /"
"BMW	          3.0 CSL Race Car",324,1,369,1,282,1,4,8,1,76,1,2,25,0,8,"класс              купе               Германия                     70                               5                     автоспорт","40 200 /"
"Chevrolet	   Aerovette",420,1,400,1,4,285,1,2,4,5,0,7,70,1,28,0,8,"класс              купе               США                      70                               5                       коллекция","43 800 /"
"Porsche	          911 Turbo RS",360,0,8,399,1,275,1,1,5,7,1,2,96,1,2,28,0,6,"класс              купе               Германия                     70                               5                        коллекция","44 400 /"
"Chevrolet                          Mickey Thompson Off-Road Racing Truck",447,0,5,624,1,195,0,6,7,5,1,40,1,167,1,2,"класс              внедорожник               США                      70                               5                              автоспорт","48 000 /"
"Porsche	              911 Carrera RSR Turbo 2.1",480,0,8,577,0,9,300,1,4,3,0,7,97,1,4,20,0,6,"класс              купе               Германия                     70                               5                        автоспорт","48 600 /"
"Lamborghini	Miura SVR",400,0,8,445,0,9,297,1,3,4,3,0,6,100,1,23,0,8,"класс              купе               Италия                    70                               5                        коллекция","49 000 /"
"BMW                     CSL  Art Car by Frank Stella",750,0,4,588,0,7,341,0,8,3,4,0,5,78,1,25,0,6,"класс              купе               Германия                     70                               5                       коллекция             widow maker              автоспорт","50 000 /"
"Ford 	       Fiesta",55,0,7,80,0,9,145,0,9,16,1,2,4,50,1,35,0,8,"класс              хэтчбек               США                       70                             1","5500 /"
"Ford 	         Fiesta Turbo",84,0,7,97,0,9,170,0,8,11,1,6,51,1,35,0,8,"класс              хэтчбек               США                       70                             1","6600 /"
"Renault	               18",73,0,7,118,0,8,155,0,8,14,8,1,9,45,1,45,0,8,"класс              седан               Франция                       70                             1","7000 /"
"Chevrolet	 Chevette Turbo Rally",75,0,9,140,0,8,175,0,8,11,1,1,9,67,0,8,46,0,8,"класс              хэтчбек               США                       70                             1","7700 /"
"Citroen	        Mehari",29,0,6,39,0,9,121,0,5,30,2,33,0,7,137,1,2,"класс              внедорожник               Франция                     70                               1","8000 /"
"Ford 	          Capri",100,1,157,1,182,0,9,10,5,1,6,59,0,8,48,0,8,"класс              хэтчбек               США                       70                             1","8000 /"
"Ford 	       Escort RS2000",112,0,9,161,1,180,0,8,8,8,1,5,61,1,36,1,"класс              хэтчбек               США                       70                             1","8200 /"
"Renault	            30 TX",86,0,8,160,0,8,160,0,8,15,4,2,47,0,8,40,1,"класс              хэтчбек               Франция                       70                             2                    комфорт","9000 /"
"Chevrolet  	Impala Sedan",145,1,325,0,8,159,0,8,15,3,2,39,1,38,1,"класс              седан               США                     70                              1                           комфорт","11 100 /"
"Ford 	Thunderbird",166,0,8,433,0,9,182,0,8,11,1,8,43,0,8,43,1,"класс              купе              США                       70                            2","14 000 /"
"Chevrolet	        Monza Mirage",157,0,9,299,0,9,190,1,1,9,6,1,8,73,1,33,0,8,"класс             купе              США                      70                             3","14 800 /"
"Renault	             5 Alpine Rally Car",140,0,8,158,0,9,200,0,8,8,1,6,69,1,60,0,8,"класс              хэтчбек               Франция                       70                            3                          автоспорт                           hot hatch","15 900 /"
"BMW	         733i",197,1,285,1,205,0,9,8,9,1,5,54,1,44,1,"класс             седан              Германия                      70                               2                               комфорт","19 200 /"
"Porsche                   911",188,1,1,275,1,2,232,1,2,6,4,1,3,90,1,34,0,8,"класс              купе               Германия                      70                               2","20 000 /"
"Porsche	         924 Martini Edition",125,0,8,165,1,204,1,2,9,5,1,8,85,1,37,0,8,"класс              хэтчбек               Германия                      70                               4                       коллекция","20 000 /"
"Ford 	      F-100 Pickup",220,0,6,410,0,9,155,0,5,12,9,0,8,24,0,7,115,1,"класс              внедорожник               США                     70                               2","21 000 /"
"Chevrolet	 Suburban",190,1,407,1,166,0,6,11,1,2,25,0,7,166,1,"класс              внедорожник               США                     70                               2","22 000 /"
"Porsche	           928",240,0,8,363,0,7,229,1,2,7,5,1,4,79,1,2,38,0,8,"класс             хэтчбек              Германия                      70                               2                               комфорт","24 000 /"
"Citroen	           CX 2400 GTi Rally Car",185,0,8,242,0,9,239,0,7,6,5,1,2,85,0,8,68,1,2,"класс             хэтчбек              Франция                      70                               5                               автоспорт","29 000 /"
"Lamborghini	Cheetah",180,1,360,1,170,0,6,12,1,4,20,0,7,148,1,"класс              внедорожник               Италия                      70                               5                      коллекция","30 000 /"
"BMW	               3 Series Group 5",300,1,333,0,9,256,1,4,9,0,8,88,1,17,0,6,"класс              купе               Германия                      70                              4                              автоспорт","32 800 /"
"Chevrolet	 Corvette Stingray Roadster ''Corvette Summer''",355,1,501,0,9,240,1,3,6,4,1,65,1,28,0,8,"класс             купе              США                      70                              5                               коллекция","33 000 /"
"Lamborghini        Countach LP 400S",375,1,361,1,1,293,1,1,5,1,1,89,1,26,0,8,"класс              купе               Италия                      70                               3","35 000 /"
"Ford 	  Mustang II Cobra II Monroe Handler",400,1,566,1,1,256,1,1,4,6,0,9,60,1,35,0,8,"класс             купе              США                      70                              5                               muscle car","38 500 /"
"Porsche	          911 Safari Rally",300,0,8,380,0,8,240,1,1,5,4,1,96,1,67,1,"класс              купе               Германия                      70                              5                              автоспорт","38 800 /"
"Ford 	         Capri Turbo DRM Group 5",380,0,7,294,1,290,1,4,2,0,8,83,1,2,20,0,6,"класс              купе              США                      70                              5                              автоспорт","39 900 /"
"Porsche	             911 Carrera RSR 3.0 Coupe",330,0,8,402,1,280,1,1,5,1,2,100,1,2,22,0,6,"класс              купе               Германия                      70                              4                              автоспорт","40 000 /"
"Porsche	        935-02 Baby",370,1,410,1,294,1,1,4,4,1,103,1,4,23,0,6,"класс              купе               Германия                      70                              5                              автоспорт","43 600 /"
"Ferrari	            365 GT4 Berlinetta Boxer Competizione",380,1,1,432,1,285,1,1,5,1,94,1,4,24,0,6,"класс              купе               Италия                      70                              5                              автоспорт","44 000 /"
"BMW	             2002 Turbo Deutsche Rundstreckenmeisterschaft",400,1,340,1,265,1,2,4,1,0,8,83,1,2,13,0,6,"класс              купе               Германия                      70                              5                              автоспорт","44 200 /"
"Ferrari	       512 BB LM",470,1,2,518,0,9,325,0,9,4,2,0,5,112,1,2,14,0,6,"класс              купе               Италия                      70                              5                              автоспорт","47 000 /"
"Porsche	         935/78 Moby Dick",750,0,7,734,0,6,366,0,7,3,0,5,79,1,4,10,0,6,"класс              купе               Германия                      70                              5                              автоспорт              widow maker","50 000 /"
"Chevrolet	   Corvette Turbine",880,0,7,779,0,8,297,0,9,3,3,0,5,71,1,30,0,8,"класс              купе               США                      70                              5                              widow maker                 коллекция","50 000 /"
"Renault               	5",58,0,7,102,0,8,153,0,9,17,8,2,3,50,1,43,0,8,"класс              хэтчбек               Франция                       80                             1","5000 /"
"Ford 	       Fiesta",66,0,7,94,0,9,158,0,8,12,3,2,50,1,35,0,8,"класс              хэтчбек               США                       80                             1","6000 /"
"Ford 	        Capri GT4",86,0,9,149,1,177,0,8,11,2,2,66,0,8,45,0,8,"класс              хэтчбек               США                       80                             1","6700 /"
"Ford 	      Fiesta RS 1.6 Series X",90,0,8,127,0,9,172,0,8,10,2,61,0,8,33,0,8,"класс              хэтчбек               США                       80                             1","7300 \"
"Renault	      Fuego GTL",64,0,7,108,0,8,160,0,8,15,2,1,57,0,8,40,0,8,"класс              хэтчбек               Франция                       80                             1","7400 /"
"Ford 	 Mustang",88,0,9,160,1,2,162,1,13,5,2,4,50,0,8,40,0,8,"класс              купе               США                     80                               1","9000 /"
"Renault	        Rodeo 6",48,0,7,70,0,9,110,0,7,23,8,1,7,36,0,8,145,1,"класс              внедорожник               Франция                     80                               1","9200 /"
"Renault	            30 TX",125,0,7,150,0,8,175,0,8,12,5,2,2,47,0,8,40,1,"класс              хэтчбек               Франция                       80                             2                    комфорт","9300 /"
"Renault	              18 Turbo MT",127,0,8,181,0,8,195,0,8,10,1,8,50,1,42,0,8,"класс              седан               Франция                       80                            2","10 200 /"
"Chevrolet     Impala Sport Coupe",115,0,8,271,1,151,1,16,2,6,42,0,8,38,1,"класс              купе               США                     80                               1               комфорт","10 800 /"
"Citroen	              CX 2200",128,0,8,193,0,9,191,0,7,10,3,1,8,75,0,7,55,1,"класс              хэтчбек               Франция                       80                             2                 комфорт","11 500 /"
"Ford 	 Thunderbird Silver Anniversary",130,1,312,0,9,163,0,7,12,9,2,2,45,0,8,43,1,"класс              купе               США                     80                               2               комфорт","11 700 /"
"Ford 	  Mustang Cobra Turbo",152,0,9,238,1,1,195,0,9,8,9,1,8,50,1,40,0,8,"класс              купе               США                     80                               2","12 000 /"
"Porsche	           924",150,0,8,190,0,9,215,1,2,8,5,1,6,73,1,38,0,8,"класс             хэтчбек               Германия                     80                               2","15 500 /"
"Renault	              5 Turbo",160,0,7,221,0,7,204,1,7,1,1,4,60,1,43,0,8,"класс             хэтчбек               Франция                     80                               2                          hot hatch","16 800 /"
"Porsche          	924 Turbo",177,0,9,250,0,9,229,1,2,7,7,1,6,75,1,36,0,8,"класс             хэтчбек               Германия                     80                               2                          hot hatch","16 800 /"
"Chevrolet                    K10",160,0,8,339,1,158,0,6,12,4,1,2,27,0,8,175,1,"класс              внедорожник               США                     80                               2","17 000 /"
"Chevrolet	 Corvette L82 230HP",230,1,373,1,207,1,7,7,1,4,73,1,30,0,8,"класс              купе               США                     80                               3","19 000 /"
"Porsche                   911",209,1,1,282,1,2,230,1,2,6,4,1,3,90,1,34,0,8,"класс              купе               Германия                      80                               2","20 000 /"
"Chevrolet       	C30 Big Dooley Wrecker",240,0,8,466,1,2,140,0,5,16,9,1,1,10,0,7,95,1,2,"класс              внедорожник               США                     80                               3                            комфорт","20 000 /"
"Ferrari	   Mondial 8",209,0,9,242,1,230,1,8,2,1,4,88,1,35,0,7,"класс              купе               Италия                     80                              2","23 500 /"
"Renault	             5 Turbo Group 4",180,0,8,232,0,7,209,1,6,7,1,3,81,1,29,0,8,"класс              хэтчбек               Франция                       80                            5                          автоспорт                       hot hatch","25 000 /"
"BMW	              M1",277,1,1,330,1,262,1,5,6,1,1,87,1,23,0,8,"класс              купе               Германия                      80                               3","27 000 /"
"Chevrolet	  Corvette Duntov Turbo Convertible",300,1,1,408,1,1,219,1,2,7,2,1,4,77,1,26,0,8,"класс              купе               США                     80                               4               коллекция","27 600 /"
"BMW	       Alpina B7 Turbo",296,1,2,462,0,8,250,0,9,6,5,1,4,58,1,41,1,"класс             седан              Германия                      80                               3                               комфорт","28 400 /"
"Porsche	           911 Turbo",300,1,1,431,1,1,261,1,1,5,1,90,1,4,34,0,8,"класс              купе               Германия                      80                               3                         widow maker","29 900 /"
"Porsche	           924 Rallye GT4",210,1,1,260,1,2,241,1,6,1,1,3,84,1,58,1,"класс              хэтчбек               Германия                       80                            5                          автоспорт                       hot hatch","30 000 /"
"Ferrari                 400 GTi",315,1,1,428,1,247,1,6,9,1,4,86,0,8,37,0,8,"класс              купе               Италия                      80                               3                               комфорт","32 500 /"
"BMW	            M1 Procar",470,0,8,390,1,310,0,9,4,5,0,8,92,1,4,20,0,6,"класс              купе               Германия                      80                               3","33 000 /"
"Porsche 	            924 GTP",320,0,9,344,1,258,1,4,9,0,9,94,1,27,0,8,"класс              хэтчбек               Германия                       80                            5                          автоспорт","41 300 /"
"Lamborghini	Countach SS MARDIKIAN",510,1,440,1,330,0,9,4,0,5,90,1,2,23,0,6,"класс              купе               Италия                      80                               5                      коллекция","45 000 /"
"Porsche            	935 K3",600,0,7,639,0,6,338,0,9,3,3,0,5,99,1,6,18,0,8,"класс              купе               Германия                       80                            5                          автоспорт                   widow maker","48 000 /"
"BMW	      March M1",700,0,7,586,0,5,341,0,8,3,3,0,4,94,1,6,17,0,8,"класс              купе               Германия                     80                               5                    автоспорт","49 000 /"
"Ferrari	           308 GTB Turbo Group 5 by Carma",750,0,6,621,0,5,349,0,8,3,2,0,4,100,1,4,17,0,6,"класс              купе               Италия                      80                               5                       автоспорт","50 000 /"
"Renault	             11",49,0,8,79,0,8,139,1,21,2,2,5,46,0,8,37,0,8,"класс              седан               Франция                       80                             1","4600 /"
"Ford 	       Sierra",75,0,9,123,0,9,165,1,14,1,2,3,57,0,8,43,0,8,"класс              седан               США                       80                             1","5300 /"
"Renault               	5",60,0,7,102,0,8,158,0,9,14,8,2,3,51,1,43,0,8,"класс              хэтчбек               Франция                       80                             1","5500 /"
"Citroen	              BX",72,0,9,111,0,9,167,1,14,9,2,4,49,1,40,0,8,"класс              хэтчбек               Франция                       80                             1","6100 /"
"Ford 	     Fiesta XR2",85,0,8,124,0,9,171,0,8,10,9,2,67,0,8,37,0,8,"класс              хэтчбек               США                       80                             1","6300 /"
"Citroen	          Visa II Chrono",93,0,8,125,0,9,173,0,8,10,2,72,0,8,39,0,8,"класс              хэтчбек               Франция                       80                             2                                hot hatch","7900 /"
"Renault	        Rodeo 5",48,0,7,77,0,7,118,0,6,22,4,2,40,0,7,87,1,2,"класс              внедорожник               Франция                     80                               1","8000 /"
"Renault	               18",105,0,7,157,0,8,185,1,11,5,2,48,0,8,45,1,"класс              седан               Франция                       80                             1","8500 /"
"BMW	             315",75,0,9,110,0,8,154,1,2,14,8,2,4,78,0,8,34,0,8,"класс              седан              Германия                     80                               1","8600 /"
"Ford 	      Escort RS1600i",115,0,9,148,0,9,191,0,8,9,1,8,64,1,36,0,8,"класс              хэтчбек               США                       80                             1                                hot hatch","8800 /"
"Renault	              18 Turbo MT",119,0,9,181,0,8,187,1,10,1,8,50,0,8,45,0,8,"класс              седан               Франция                       80                            1","9100 /"
"Chevrolet	   Camaro",112,1,2,197,1,180,1,10,1,2,66,1,32,0,8,"класс              купе               США                     80                               2","10 000 /"
"Chevrolet      Malibu Classic Sport Sedan",140,1,305,1,184,0,8,12,2,45,1,45,1,"класс              седан               США                       80                            2                         комфорт","11 400 /"
"Chevrolet	           S-10 Sport",110,1,201,1,2,158,0,6,16,7,1,6,34,0,8,100,1,2,"класс              внедорожник               США                     80                               2","12 500 /"
"Ford 	       Ranger",115,1,220,1,2,140,0,6,18,8,1,6,32,0,8,174,1,"класс              внедорожник               США                     80                               2","15 800 /"
"Ford 	       Bronco",135,1,301,1,135,0,6,18,6,1,6,30,0,8,181,1,"класс              внедорожник               США                     80                               2","16 900 /"
"Renault	    Alpine A 310 V6",170,0,9,203,1,225,1,2,7,5,1,4,90,1,34,0,8,"класс              купе               Франция                     80                               2","17 000 /"
"Chevrolet	 Camaro Z28",192,1,1,380,1,200,1,1,8,5,1,6,64,1,33,0,8,"класс              купе               США                     80                               2                muscle car","17 700 /"
"Porsche 	            944",163,0,9,205,0,9,220,1,1,7,4,1,4,81,1,36,0,8,"класс              хэтчбек               Германия                     80                               2                комфорт","18 000 /"
"BMW	          528i",184,1,235,0,9,215,0,8,8,4,1,4,73,0,8,41,1,"класс              седан               Германия                     80                               2                комфорт","19 200 /"
"Porsche                   911",218,1,1,265,1,2,240,1,2,6,3,1,3,92,1,34,0,8,"класс              купе               Германия                      80                               2","20 000 /"
"Ferrari	           308 GTSi",240,1,260,0,9,254,1,1,7,2,1,5,90,1,34,0,8,"класс              купе               Италия                     80                              2","22 200 /"
"BMW	          Alpina B9 3.5 Coupe/1",245,1,2,320,1,240,1,6,7,1,4,78,1,30,0,8,"класс             купе             Германия                      80                               3                               комфорт","22 300 /"
"Renault	               Le Car Turbo IMSA",185,0,8,222,0,8,214,0,9,7,8,1,7,74,1,20,0,6,"класс              хэтчбек               Франция                       80                             5                      автоспорт","24 000 /"
"Chevrolet	  Corvette",355,1,488,1,1,240,1,3,6,4,1,4,70,1,38,0,8,"класс              купе               США                      80                               3","24 600 /"
"Lamborghini	 Jalpa P 350",258,1,305,1,249,1,1,6,4,1,5,92,1,29,0,8,"класс              купе               Италия                     80                              3","24 700 /"
"Porsche	           911 Turbo",260,1,1,345,1,1,250,1,1,6,1,3,92,1,32,0,8,"класс              купе               Германия                      80                               3                         widow maker","26 000 /"
"Renault                 	20 Turbo Paris Dakar",130,1,159,1,210,0,6,8,7,1,1,54,0,8,150,1,"класс              хэтчбек               Франция                      80                               5                   автоспорт","28 000 /"
"Renault	           5 Turbo Group B",255,0,8,289,0,7,231,0,6,6,1,1,3,83,1,45,1,"класс              хэтчбек               Франция                      80                               5                   автоспорт","29 000 /"
"Porsche 	           924 Carrera GTS Club Sport",270,0,9,335,1,255,1,5,6,0,9,94,1,27,0,8,"класс             хэтчбек              Германия                      80                               4                               коллекция                     автоспорт","31 800 /"
"Lamborghini        Countach LP 500S",375,1,410,1,290,1,1,5,1,90,1,2,26,0,8,"класс              купе               Италия                     80                              3","34 000 /"
"Lamborghini	 LM 001",332,1,426,1,2,188,0,5,7,8,0,8,27,0,7,148,1,2,"класс              внедорожник               Италия                     80                              5                  коллекция","37 000 /"
"BMW	                B7 S Turbo Coupe",330,,500,,275,,5,8,,82,,32,,"класс              купе               Германия                      80                               4                    комфорт","38 400 /"
"Lamborghini	LMA 002",332,1,426,1,2,185,0,6,7,7,0,9,29,0,8,160,1,2,"класс              внедорожник               Италия                     80                              5                  коллекция","39 000 /"
"Ferrari	          512 BBi Twin Turbo",662,0,7,815,0,6,329,1,3,8,0,6,102,1,6,28,0,6,"класс              купе               Италия                     80                              4                            widow maker","44 500 /"
"Ford 	        C100",490,1,2,570,1,1,333,1,3,7,0,6,93,1,5,13,0,6,"класс              купе               США                      80                               5                     автоспорт","45 000 /"
"Porsche 	      935/81 Moby Dick",680,0,9,655,0,7,348,1,3,2,0,4,89,1,4,11,0,6,"класс              купе               Германия                      80                               5                     автоспорт","48 000 /"
"Chevrolet	          Sprint",48,0,7,77,0,7,148,1,18,2,2,57,0,8,35,0,8,"класс              хэтчбек               США                       80                             1","5000 /"
"Renault               	5",64,0,7,107,0,8,161,0,8,14,2,2,3,51,1,43,0,8,"класс              хэтчбек               Франция                       80                             1","5500 /"
"Renault	             9",68,0,8,111,0,8,160,0,8,15,2,2,55,0,8,44,1,"класс              седан               Франция                       80                             1","6000 /"
"Renault	      Fuego GTL",97,0,7,120,0,8,180,0,8,12,1,9,57,0,8,40,0,8,"класс              хэтчбек               Франция                       80                             1","7500 /"
"Ford 	        Crown Victoria",145,0,9,338,0,8,162,0,7,13,3,2,2,45,0,8,48,1,"класс              купе                США                       80                            1                  комфорт","9000 /"
"Citroen	           BX Sport",126,0,9,169,0,9,195,1,10,9,2,55,1,36,0,8,"класс              хэтчбек               Франция                       80                             2                                hot hatch","9400 /"
"Renault	            30 TX",131,1,167,0,9,175,0,9,12,2,50,0,8,40,1,"класс              хэтчбек               Франция                       80                             2                    комфорт","9500 /"
"Renault	            11 Turbo",104,0,9,162,0,9,186,0,9,9,1,8,54,1,34,0,8,"класс              седан               Франция                       80                             1","10 400 /"
"Chevrolet	          Monte Carlo Sport Coupe",170,0,9,297,0,9,196,0,7,9,3,1,8,45,0,8,46,1,"класс              купе                США                       80                            2                  комфорт","10 500 /"
"BMW	           524td",115,0,7,210,1,2,180,0,7,12,9,2,2,71,0,8,41,1,"класс              седан               Германия                       80                             1","10 800 /"
"Ford 	       Sierra XR4",162,0,9,215,1,210,0,7,7,8,1,5,73,1,36,0,8,"класс              хэтчбек               США                       80                             2                                hot hatch","11 100 /"
"BMW	          325e Sedan",122,0,9,230,0,9,193,0,8,10,1,2,75,1,35,0,8,"класс              седан               Германия                       80                             1","11 600 /"
"Renault	            25",120,0,9,168,1,2,196,0,7,10,3,1,8,61,0,8,42,1,"класс              седан               Франция                       80                             2                    комфорт","11 800 /"
"Renault        	Fuego Turbo",132,0,8,200,0,8,200,0,8,9,9,1,6,64,1,35,0,8,"класс              хэтчбек               Франция                       80                            2                                hot hatch","13 800 /"
"Ford 	       Ranger",140,0,9,231,1,2,155,0,5,17,3,1,7,32,0,8,174,1,"класс              внедорожник               США                     80                               2","14 200 /"
"Ford 	   Mustang SVO",200,0,9,325,1,2,221,0,9,7,1,5,58,1,38,0,8,"класс              купе                США                       80                            2                muscle car","15 000 /"
"Ford 	Thunderbird Turbo Coupe",190,1,326,1,1,220,0,7,7,1,1,3,52,0,8,41,0,8,"класс              купе                США                       80                            2","16 000 /"
"Renault	      Alpine GTA V6 GT",160,0,9,221,1,235,1,2,8,1,5,94,1,30,0,8,"класс              купе               Франция                     80                               2","16 500 /"
"Citroen	            CX 25 GTI Turbo",169,0,8,293,0,9,208,0,7,8,3,1,6,49,1,38,1,"класс             хэтчбек               Франция                       80                             2                    комфорт","17 000 /"
"Ferrari	          208 GTB Turbo",220,0,9,240,0,9,242,1,6,8,1,3,92,1,33,0,6,"класс              купе               Италия                     80                              2","19 500 /"
"BMW	           B6 2.7 Coupe",210,1,2,270,1,1,230,1,7,2,1,4,80,0,8,35,0,8,"класс              купе               Германия                     80                              2","19 600 /"
"BMW	          635 CSi",218,1,1,310,1,1,239,1,3,7,1,1,4,83,0,8,30,0,8,"класс              купе               Германия                     80                              2","20 500 /"
"Porsche                   911",231,1,1,284,1,2,243,1,2,5,4,1,1,93,1,34,0,8,"класс              купе               Германия                      80                               2","22 000 /"
"Chevrolet	Corvette",282,1,437,1,1,254,1,3,6,1,1,2,80,1,29,0,8,"класс              купе                США                       80                            3","25 000 /"
"Renault	            5 Turbo Tour de Corse",240,0,8,270,0,9,227,1,6,1,4,85,1,45,1,"класс              хэтчбек               Франция                       80                             4                    автоспорт","29 000 /"
"Ford 	        RS200",250,0,9,292,1,1,240,0,9,6,1,1,4,89,1,78,1,"класс              купе                  США                       80                             4                    коллекция","29 200 /"
"Ferrari	Testarossa",380,1,474,1,285,1,2,5,8,1,3,96,1,2,27,0,6,"класс              купе               Италия                     80                              3","33 500 /"
"Ferrari	           308 GTB Group B by Michelotto",315,1,428,0,8,250,1,2,6,1,2,90,1,57,0,8,"класс              купе               Италия                     80                             5                        автоспорт","37 700 /"
"Ferrari	           GTO",400,1,2,496,0,9,305,1,2,4,9,1,2,104,1,24,0,6,"класс              купе               Италия                     80                              3","38 000 /"
"Porsche 	               935 Strassenversion",380,1,1,490,1,300,1,2,5,1,2,100,1,4,25,0,6,"класс              купе               Германия                     80                              5                        коллекция","41 000 /"
"Lamborghini	 LM 004",420,1,587,1,200,0,6,7,0,9,31,0,8,170,1,"класс              внедорожник           Италия                     80                              5                        коллекция","44 400 /"
"Porsche 	               911 Carrera 3.2 4×4 Paris-Dakar",311,0,9,338,1,2,257,1,5,0,9,91,1,2,95,1,"класс              купе               Германия                     80                              5                       автоспорт","45 000 /"
"Ford 	        Escort",63,0,9,102,1,161,0,9,13,5,2,3,69,0,8,39,0,8,"класс              седан               США                       80                             1","4800 /"
"Renault	             11",60,0,8,102,0,8,151,0,9,15,2,3,49,0,8,37,0,8,"класс              седан               Франция                       80                             1","5300 /"
"Renault	            5 GT Turbo",120,0,9,164,0,9,193,1,7,4,1,5,63,1,36,0,8,"класс              хэтчбек               Франция                       80                             2                                hot hatch","9700 /"
"Renault	       Rodeo 5 4х4",48,0,7,77,0,7,118,0,6,23,2,40,0,7,130,1,2,"класс              внедорожник               Франция                     80                               1","10 000 /"
"Chevrolet	         Monte Carlo SS",183,0,9,304,0,8,179,1,9,1,1,6,48,0,8,40,1,"класс              купе               США                     80                              2                  комфорт","10 900 /"
"Citroen	            BX 4x4",107,0,9,163,0,9,183,1,10,7,1,9,50,1,87,1,"класс              хэтчбек                  Франция                       80                             2","11 100 /"
"BMW	         323i Coupe",139,0,9,205,0,9,202,0,8,9,2,1,9,77,1,37,0,8,"класс              купе               Германия                       80                             2","12 700 /"
"Renault	             11 Turbo Zender",104,0,8,162,0,9,186,0,8,9,1,7,65,1,31,0,8,"класс              хэтчбек               Франция                       80                             3                              коллекция","13 400 /"
"Chevrolet	   Camaro Z28 IROC-Z",223,1,2,434,0,9,234,1,6,9,1,5,71,1,37,0,8,"класс              купе                США                       80                            2                                  muscle car","15 100 /"
"Ford 	      Bronco II",115,0,8,203,1,148,0,5,15,3,1,6,36,0,7,180,1,"класс              внедорожник               США                     80                               2","15 200 /"
"Ford 	 Mustang GT 5.0",228,1,407,1,2,220,1,6,4,1,4,59,1,37,0,8,"класс              купе                США                       80                            2                                  muscle car","15 900 /"
"BMW	      Alpina C2 2.5",185,1,250,1,224,1,7,4,1,5,83,0,8,33,0,8,"класс              купе               Германия                       80                             2","18 100 /"
"Citroen	             BX 4 TC",200,1,294,1,220,1,2,7,5,1,6,61,1,2,77,0,8,"класс              хэтчбек               Франция                     80                             2                                hot hatch","18 800 /"
"Renault	                25 V6 Turbo",185,0,9,282,1,225,0,6,7,7,1,4,64,0,8,38,1,"класс              седан               Франция                       80                             2                    комфорт","18 900 /"
"Chevrolet	             K30",135,1,325,1,154,0,6,14,1,6,25,0,8,189,1,"класс              внедорожник               США                     80                               2","19 000 /"
"Ford 	         F-1000",200,1,1,420,1,3,170,0,4,12,4,1,3,24,0,8,161,1,"класс              внедорожник               США                     80                               2","20 100 /"
"Porsche                944 Turbo",220,1,1,330,0,9,245,1,1,6,3,1,3,85,1,34,0,8,"класс              хэтчбек               Германия                     80                               2                комфорт","21 000 /"
"BMW	        M635 CSi",286,1,1,340,1,1,252,1,3,5,7,1,1,89,0,8,22,0,8,"класс             купе             Германия                      80                               2                               комфорт","24 000 /"
"Ferrari	             328",270,1,304,1,267,1,1,5,5,1,1,95,1,31,0,8,"класс              купе               Италия                     80                              2","24 500 /"
"Porsche	              911 Turbo",300,1,430,1,260,1,1,5,2,1,1,94,1,4,31,0,8,"класс             купе             Германия                      80                               3","27 700 /"
"Porsche 	            928 S4",317,0,8,430,0,8,274,1,1,5,7,1,2,92,1,4,33,0,8,"класс              хэтчбек               Германия                     80                               3                комфорт","28 800 /"
"Lamborghini	   LM 002",426,1,500,1,201,0,6,8,4,0,9,31,0,8,160,1,"класс              внедорожник               Италия                     80                               3","33 300 /"
"Ford 	          Sierra RS500 Cosworth by Wolf Racing",300,1,380,1,1,255,1,1,5,7,1,2,80,1,29,0,8,"класс              хэтчбек               США                       80                            5                               hot hatch                       коллекция","34 000 /"
